"country","continent","year","lifeExp","pop","gdpPercap"
"Montenegro","Europe",1957,61.448,442829,3682.259903
"Montenegro","Europe",1962,63.728,474528,4649.593785
"Montenegro","Europe",1967,67.178,501035,5907.850937
"Montenegro","Europe",1972,70.636,527678,7778.414017
"Montenegro","Europe",1977,73.066,560073,9595.929905
"Morocco","Africa",1952,42.873,9939217,1688.20357
"Morocco","Africa",1957,45.423,11406350,1642.002314
"Morocco","Africa",1962,47.924,13056604,1566.353493
"Morocco","Africa",1967,50.335,14770296,1711.04477
"Morocco","Africa",1972,52.862,16660670,1930.194975
"Morocco","Africa",1977,55.73,18396941,2370.619976
"Mozambique","Africa",1952,31.286,6446316,468.5260381
"Mozambique","Africa",1957,33.779,7038035,495.5868333
"Mozambique","Africa",1962,36.161,7788944,556.6863539
"Mozambique","Africa",1967,38.113,8680909,566.6691539
"Mozambique","Africa",1972,40.328,9809596,724.9178037
"Mozambique","Africa",1977,42.495,11127868,502.3197334
"Myanmar","Asia",1952,36.319,20092996,331
"Myanmar","Asia",1957,41.905,21731844,350
"Myanmar","Asia",1962,45.108,23634436,388
"Myanmar","Asia",1967,49.379,25870271,349
"Myanmar","Asia",1972,53.07,28466390,357
"Myanmar","Asia",1977,56.059,31528087,371
"Namibia","Africa",1952,41.725,485831,2423.780443
"Namibia","Africa",1957,45.226,548080,2621.448058
"Namibia","Africa",1962,48.386,621392,3173.215595
"Namibia","Africa",1967,51.159,706640,3793.694753
"Namibia","Africa",1972,53.867,821782,3746.080948
"Namibia","Africa",1977,56.437,977026,3876.485958
"Nepal","Asia",1952,36.157,9182536,545.8657229
"Nepal","Asia",1957,37.686,9682338,597.9363558
"Nepal","Asia",1962,39.393,10332057,652.3968593
"Nepal","Asia",1967,41.472,11261690,676.4422254
"Nepal","Asia",1972,43.971,12412593,674.7881296
"Nepal","Asia",1977,46.748,13933198,694.1124398
"Netherlands","Europe",1952,72.13,10381988,8941.571858
"Netherlands","Europe",1957,72.99,11026383,11276.19344
"Netherlands","Europe",1962,73.23,11805689,12790.84956
"Netherlands","Europe",1967,73.82,12596822,15363.25136
"Netherlands","Europe",1972,73.75,13329874,18794.74567
"Netherlands","Europe",1977,75.24,13852989,21209.0592
"New Zealand","Oceania",1952,69.39,1994794,10556.57566
"New Zealand","Oceania",1957,70.26,2229407,12247.39532
"New Zealand","Oceania",1962,71.24,2488550,13175.678
"New Zealand","Oceania",1967,71.52,2728150,14463.91893
"New Zealand","Oceania",1972,71.89,2929100,16046.03728
"New Zealand","Oceania",1977,72.22,3164900,16233.7177
"Nicaragua","Americas",1952,42.314,1165790,3112.363948
"Nicaragua","Americas",1957,45.432,1358828,3457.415947
"Nicaragua","Americas",1962,48.632,1590597,3634.364406
"Nicaragua","Americas",1967,51.884,1865490,4643.393534
"Nicaragua","Americas",1972,55.151,2182908,4688.593267
"Nicaragua","Americas",1977,57.47,2554598,5486.371089
"Niger","Africa",1952,37.444,3379468,761.879376
"Niger","Africa",1957,38.598,3692184,835.5234025
"Niger","Africa",1962,39.487,4076008,997.7661127
"Niger","Africa",1967,40.118,4534062,1054.384891
"Niger","Africa",1972,40.546,5060262,954.2092363
"Niger","Africa",1977,41.291,5682086,808.8970728
"Nigeria","Africa",1952,36.324,33119096,1077.281856
"Nigeria","Africa",1957,37.802,37173340,1100.592563
"Nigeria","Africa",1962,39.36,41871351,1150.927478
"Nigeria","Africa",1967,41.04,47287752,1014.514104
"Nigeria","Africa",1972,42.821,53740085,1698.388838
"Nigeria","Africa",1977,44.514,62209173,1981.951806
"Norway","Europe",1952,72.67,3327728,10095.42172
"Norway","Europe",1957,73.44,3491938,11653.97304
"Norway","Europe",1962,73.47,3638919,13450.40151
"Norway","Europe",1967,74.08,3786019,16361.87647
"Norway","Europe",1972,74.34,3933004,18965.05551
"Norway","Europe",1977,75.37,4043205,23311.34939
"Oman","Asia",1952,37.578,507833,1828.230307
"Oman","Asia",1957,40.08,561977,2242.746551
"Oman","Asia",1962,43.165,628164,2924.638113
"Oman","Asia",1967,46.988,714775,4720.942687
"Oman","Asia",1972,52.143,829050,10618.03855
"Oman","Asia",1977,57.367,1004533,11848.34392
"Pakistan","Asia",1952,43.436,41346560,684.5971438
"Pakistan","Asia",1957,45.557,46679944,747.0835292
"Pakistan","Asia",1962,47.67,53100671,803.3427418
"Pakistan","Asia",1967,49.8,60641899,942.4082588
"Pakistan","Asia",1972,51.929,69325921,1049.938981
"Pakistan","Asia",1977,54.043,78152686,1175.921193
"Panama","Americas",1952,55.191,940080,2480.380334
"Panama","Americas",1957,59.201,1063506,2961.800905
"Panama","Americas",1962,61.817,1215725,3536.540301
"Panama","Americas",1967,64.071,1405486,4421.009084
"Panama","Americas",1972,66.216,1616384,5364.249663
"Panama","Americas",1977,68.681,1839782,5351.912144
"Paraguay","Americas",1952,62.649,1555876,1952.308701
"Paraguay","Americas",1957,63.196,1770902,2046.154706
"Paraguay","Americas",1962,64.361,2009813,2148.027146
"Paraguay","Americas",1967,64.951,2287985,2299.376311
"Paraguay","Americas",1972,65.815,2614104,2523.337977
"Paraguay","Americas",1977,66.353,2984494,3248.373311
"Peru","Americas",1952,43.902,8025700,3758.523437
"Peru","Americas",1957,46.263,9146100,4245.256698
"Peru","Americas",1962,49.096,10516500,4957.037982
"Peru","Americas",1967,51.445,12132200,5788.09333
"Peru","Americas",1972,55.448,13954700,5937.827283
"Peru","Americas",1977,58.447,15990099,6281.290855
"Philippines","Asia",1952,47.752,22438691,1272.880995
"Philippines","Asia",1957,51.334,26072194,1547.944844
"Philippines","Asia",1962,54.757,30325264,1649.552153
"Philippines","Asia",1967,56.393,35356600,1814.12743
"Philippines","Asia",1972,58.065,40850141,1989.37407
"Philippines","Asia",1977,60.06,46850962,2373.204287
"Poland","Europe",1952,61.31,25730551,4029.329699
"Poland","Europe",1957,65.77,28235346,4734.253019
"Poland","Europe",1962,67.64,30329617,5338.752143
"Poland","Europe",1967,69.61,31785378,6557.152776
"Poland","Europe",1972,70.85,33039545,8006.506993
"Poland","Europe",1977,70.67,34621254,9508.141454
"Portugal","Europe",1952,59.82,8526050,3068.319867
"Portugal","Europe",1957,61.51,8817650,3774.571743
"Portugal","Europe",1962,64.39,9019800,4727.954889
"Portugal","Europe",1967,66.6,9103000,6361.517993
"Portugal","Europe",1972,69.26,8970450,9022.247417
"Portugal","Europe",1977,70.41,9662600,10172.48572
"Puerto Rico","Americas",1952,64.28,2227000,3081.959785
"Puerto Rico","Americas",1957,68.54,2260000,3907.156189
"Puerto Rico","Americas",1962,69.62,2448046,5108.34463
"Puerto Rico","Americas",1967,71.1,2648961,6929.277714
"Puerto Rico","Americas",1972,72.16,2847132,9123.041742
"Puerto Rico","Americas",1977,73.44,3080828,9770.524921
"Reunion","Africa",1952,52.724,257700,2718.885295
"Reunion","Africa",1957,55.09,308700,2769.451844
"Reunion","Africa",1962,57.666,358900,3173.72334
"Reunion","Africa",1967,60.542,414024,4021.175739
"Reunion","Africa",1972,64.274,461633,5047.658563
"Reunion","Africa",1977,67.064,492095,4319.804067
"Romania","Europe",1952,61.05,16630000,3144.613186
"Romania","Europe",1957,64.1,17829327,3943.370225
"Romania","Europe",1962,66.8,18680721,4734.997586
"Romania","Europe",1967,66.8,19284814,6470.866545
"Romania","Europe",1972,69.21,20662648,8011.414402
"Romania","Europe",1977,69.46,21658597,9356.39724
"Rwanda","Africa",1952,40,2534927,493.3238752
"Rwanda","Africa",1957,41.5,2822082,540.2893983
"Rwanda","Africa",1962,43,3051242,597.4730727
"Rwanda","Africa",1967,44.1,3451079,510.9637142
"Rwanda","Africa",1972,44.6,3992121,590.5806638
"Rwanda","Africa",1977,45,4657072,670.0806011
"Sao Tome and Principe","Africa",1952,46.471,60011,879.5835855
"Sao Tome and Principe","Africa",1957,48.945,61325,860.7369026
"Sao Tome and Principe","Africa",1962,51.893,65345,1071.551119
"Sao Tome and Principe","Africa",1967,54.425,70787,1384.840593
"Sao Tome and Principe","Africa",1972,56.48,76595,1532.985254
"Sao Tome and Principe","Africa",1977,58.55,86796,1737.561657
"Saudi Arabia","Asia",1952,39.875,4005677,6459.554823
"Saudi Arabia","Asia",1957,42.868,4419650,8157.591248
"Saudi Arabia","Asia",1962,45.914,4943029,11626.41975
"Saudi Arabia","Asia",1967,49.901,5618198,16903.04886
"Saudi Arabia","Asia",1972,53.886,6472756,24837.42865
"Saudi Arabia","Asia",1977,58.69,8128505,34167.7626
"Senegal","Africa",1952,37.278,2755589,1450.356983
"Senegal","Africa",1957,39.329,3054547,1567.653006
"Senegal","Africa",1962,41.454,3430243,1654.988723
"Senegal","Africa",1967,43.563,3965841,1612.404632
"Senegal","Africa",1972,45.815,4588696,1597.712056
"Senegal","Africa",1977,48.879,5260855,1561.769116
"Serbia","Europe",1952,57.996,6860147,3581.459448
"Serbia","Europe",1957,61.685,7271135,4981.090891
"Serbia","Europe",1962,64.531,7616060,6289.629157
"Serbia","Europe",1967,66.914,7971222,7991.707066
"Serbia","Europe",1972,68.7,8313288,10522.06749
"Serbia","Europe",1977,70.3,8686367,12980.66956
"Sierra Leone","Africa",1952,30.331,2143249,879.7877358
"Sierra Leone","Africa",1957,31.57,2295678,1004.484437
"Sierra Leone","Africa",1962,32.767,2467895,1116.639877
"Sierra Leone","Africa",1967,34.113,2662190,1206.043465
"Sierra Leone","Africa",1972,35.4,2879013,1353.759762
"Sierra Leone","Africa",1977,36.788,3140897,1348.285159
"Singapore","Asia",1952,60.396,1127000,2315.138227
"Singapore","Asia",1957,63.179,1445929,2843.104409
"Singapore","Asia",1962,65.798,1750200,3674.735572
"Singapore","Asia",1967,67.946,1977600,4977.41854
"Singapore","Asia",1972,69.521,2152400,8597.756202
"Singapore","Asia",1977,70.795,2325300,11210.08948
"Slovak Republic","Europe",1952,64.36,3558137,5074.659104
"Slovak Republic","Europe",1957,67.45,3844277,6093.26298
"Slovak Republic","Europe",1962,70.33,4237384,7481.107598
"Slovak Republic","Europe",1967,70.98,4442238,8412.902397
"Slovak Republic","Europe",1972,70.35,4593433,9674.167626
"Slovak Republic","Europe",1977,70.45,4827803,10922.66404
"Slovenia","Europe",1952,65.57,1489518,4215.041741
"Slovenia","Europe",1957,67.85,1533070,5862.276629
"Slovenia","Europe",1962,69.15,1582962,7402.303395
"Slovenia","Europe",1967,69.18,1646912,9405.489397
"Slovenia","Europe",1972,69.82,1694510,12383.4862
"Slovenia","Europe",1977,70.97,1746919,15277.03017
"Somalia","Africa",1952,32.978,2526994,1135.749842
"Somalia","Africa",1957,34.977,2780415,1258.147413
"Somalia","Africa",1962,36.981,3080153,1369.488336
"Somalia","Africa",1967,38.977,3428839,1284.73318
"Somalia","Africa",1972,40.973,3840161,1254.576127
"Somalia","Africa",1977,41.974,4353666,1450.992513
"South Africa","Africa",1952,45.009,14264935,4725.295531
"South Africa","Africa",1957,47.985,16151549,5487.104219
"South Africa","Africa",1962,49.951,18356657,5768.729717
"South Africa","Africa",1967,51.927,20997321,7114.477971
"South Africa","Africa",1972,53.696,23935810,7765.962636
"South Africa","Africa",1977,55.527,27129932,8028.651439
"Spain","Europe",1952,64.94,28549870,3834.034742
"Spain","Europe",1957,66.66,29841614,4564.80241
"Spain","Europe",1962,69.69,31158061,5693.843879
"Spain","Europe",1967,71.44,32850275,7993.512294
"Spain","Europe",1972,73.06,34513161,10638.75131
"Spain","Europe",1977,74.39,36439000,13236.92117
"Sri Lanka","Asia",1952,57.593,7982342,1083.53203
"Sri Lanka","Asia",1957,61.456,9128546,1072.546602
"Sri Lanka","Asia",1962,62.192,10421936,1074.47196
"Sri Lanka","Asia",1967,64.266,11737396,1135.514326
"Sri Lanka","Asia",1972,65.042,13016733,1213.39553
"Sri Lanka","Asia",1977,65.949,14116836,1348.775651
"Sudan","Africa",1952,38.635,8504667,1615.991129
"Sudan","Africa",1957,39.624,9753392,1770.337074
"Sudan","Africa",1962,40.87,11183227,1959.593767
"Sudan","Africa",1967,42.858,12716129,1687.997641
"Sudan","Africa",1972,45.083,14597019,1659.652775
"Sudan","Africa",1977,47.8,17104986,2202.988423
"Swaziland","Africa",1952,41.407,290243,1148.376626
"Swaziland","Africa",1957,43.424,326741,1244.708364
"Swaziland","Africa",1962,44.992,370006,1856.182125
"Swaziland","Africa",1967,46.633,420690,2613.101665
"Swaziland","Africa",1972,49.552,480105,3364.836625
"Swaziland","Africa",1977,52.537,551425,3781.410618
"Sweden","Europe",1952,71.86,7124673,8527.844662
"Sweden","Europe",1957,72.49,7363802,9911.878226
"Sweden","Europe",1962,73.37,7561588,12329.44192
"Sweden","Europe",1967,74.16,7867931,15258.29697
"Sweden","Europe",1972,74.72,8122293,17832.02464
"Sweden","Europe",1977,75.44,8251648,18855.72521
"Switzerland","Europe",1952,69.62,4815000,14734.23275
"Switzerland","Europe",1957,70.56,5126000,17909.48973
"Switzerland","Europe",1962,71.32,5666000,20431.0927
"Switzerland","Europe",1967,72.77,6063000,22966.14432
"Switzerland","Europe",1972,73.78,6401400,27195.11304
"Switzerland","Europe",1977,75.39,6316424,26982.29052
"Syria","Asia",1952,45.883,3661549,1643.485354
"Syria","Asia",1957,48.284,4149908,2117.234893
"Syria","Asia",1962,50.305,4834621,2193.037133
"Syria","Asia",1967,53.655,5680812,1881.923632
"Syria","Asia",1972,57.296,6701172,2571.423014
"Syria","Asia",1977,61.195,7932503,3195.484582
"Taiwan","Asia",1952,58.5,8550362,1206.947913
"Taiwan","Asia",1957,62.4,10164215,1507.86129
"Taiwan","Asia",1962,65.2,11918938,1822.879028
"Taiwan","Asia",1967,67.5,13648692,2643.858681
"Taiwan","Asia",1972,69.39,15226039,4062.523897
"Taiwan","Asia",1977,70.59,16785196,5596.519826
"Tanzania","Africa",1952,41.215,8322925,716.6500721
"Tanzania","Africa",1957,42.974,9452826,698.5356073
"Tanzania","Africa",1962,44.246,10863958,722.0038073
"Tanzania","Africa",1967,45.757,12607312,848.2186575
"Tanzania","Africa",1972,47.62,14706593,915.9850592
"Tanzania","Africa",1977,49.919,17129565,962.4922932
"Thailand","Asia",1952,50.848,21289402,757.7974177
"Thailand","Asia",1957,53.63,25041917,793.5774148
"Thailand","Asia",1962,56.061,29263397,1002.199172
"Thailand","Asia",1967,58.285,34024249,1295.46066
"Thailand","Asia",1972,60.405,39276153,1524.358936
"Thailand","Asia",1977,62.494,44148285,1961.224635
"Togo","Africa",1952,38.596,1219113,859.8086567
"Togo","Africa",1957,41.208,1357445,925.9083202
"Togo","Africa",1962,43.922,1528098,1067.53481
"Togo","Africa",1967,46.769,1735550,1477.59676
"Togo","Africa",1972,49.759,2056351,1649.660188
"Togo","Africa",1977,52.887,2308582,1532.776998
"Trinidad and Tobago","Americas",1952,59.1,662850,3023.271928
"Trinidad and Tobago","Americas",1957,61.8,764900,4100.3934
"Trinidad and Tobago","Americas",1962,64.9,887498,4997.523971
"Trinidad and Tobago","Americas",1967,65.4,960155,5621.368472
"Trinidad and Tobago","Americas",1972,65.9,975199,6619.551419
"Trinidad and Tobago","Americas",1977,68.3,1039009,7899.554209
"Tunisia","Africa",1952,44.6,3647735,1468.475631
"Tunisia","Africa",1957,47.1,3950849,1395.232468
"Tunisia","Africa",1962,49.579,4286552,1660.30321
"Tunisia","Africa",1967,52.053,4786986,1932.360167
"Tunisia","Africa",1972,55.602,5303507,2753.285994
"Tunisia","Africa",1977,59.837,6005061,3120.876811
"Turkey","Europe",1952,43.585,22235677,1969.10098
"Turkey","Europe",1957,48.079,25670939,2218.754257
"Turkey","Europe",1962,52.098,29788695,2322.869908
"Turkey","Europe",1967,54.336,33411317,2826.356387
"Turkey","Europe",1972,57.005,37492953,3450.69638
"Turkey","Europe",1977,59.507,42404033,4269.122326
"Uganda","Africa",1952,39.978,5824797,734.753484
"Uganda","Africa",1957,42.571,6675501,774.3710692
"Uganda","Africa",1962,45.344,7688797,767.2717398
"Uganda","Africa",1967,48.051,8900294,908.9185217
"Uganda","Africa",1972,51.016,10190285,950.735869
"Uganda","Africa",1977,50.35,11457758,843.7331372
"United Kingdom","Europe",1952,69.18,50430000,9979.508487
"United Kingdom","Europe",1957,70.42,51430000,11283.17795
"United Kingdom","Europe",1962,70.76,53292000,12477.17707
"United Kingdom","Europe",1967,71.36,54959000,14142.85089
"United Kingdom","Europe",1972,72.01,56079000,15895.11641
"United Kingdom","Europe",1977,72.76,56179000,17428.74846
"United States","Americas",1952,68.44,157553000,13990.48208
"United States","Americas",1957,69.49,171984000,14847.12712
"United States","Americas",1962,70.21,186538000,16173.14586
"United States","Americas",1967,70.76,198712000,19530.36557
"United States","Americas",1972,71.34,209896000,21806.03594
"United States","Americas",1977,73.38,220239000,24072.63213
"Uruguay","Americas",1952,66.071,2252965,5716.766744
"Uruguay","Americas",1957,67.044,2424959,6150.772969
"Uruguay","Americas",1962,68.253,2598466,5603.357717
"Uruguay","Americas",1967,68.468,2748579,5444.61962
"Uruguay","Americas",1972,68.673,2829526,5703.408898
"Uruguay","Americas",1977,69.481,2873520,6504.339663
"Venezuela","Americas",1952,55.088,5439568,7689.799761
"Venezuela","Americas",1957,57.907,6702668,9802.466526
"Venezuela","Americas",1962,60.77,8143375,8422.974165
"Venezuela","Americas",1967,63.479,9709552,9541.474188
"Venezuela","Americas",1972,65.712,11515649,10505.25966
"Venezuela","Americas",1977,67.456,13503563,13143.95095
"Vietnam","Asia",1952,40.412,26246839,605.0664917
"Vietnam","Asia",1957,42.887,28998543,676.2854478
"Vietnam","Asia",1962,45.363,33796140,772.0491602
"Vietnam","Asia",1967,47.838,39463910,637.1232887
"Vietnam","Asia",1972,50.254,44655014,699.5016441
"Vietnam","Asia",1977,55.764,50533506,713.5371196
"West Bank and Gaza","Asia",1952,43.16,1030585,1515.592329
"West Bank and Gaza","Asia",1957,45.671,1070439,1827.067742
"West Bank and Gaza","Asia",1962,48.127,1133134,2198.956312
"West Bank and Gaza","Asia",1967,51.631,1142636,2649.715007
"West Bank and Gaza","Asia",1972,56.532,1089572,3133.409277
"West Bank and Gaza","Asia",1977,60.765,1261091,3682.831494
"Yemen, Rep.","Asia",1952,32.548,4963829,781.7175761
"Yemen, Rep.","Asia",1957,33.97,5498090,804.8304547
"Yemen, Rep.","Asia",1962,35.18,6120081,825.6232006
"Yemen, Rep.","Asia",1967,36.984,6740785,862.4421463
"Yemen, Rep.","Asia",1972,39.848,7407075,1265.047031
"Yemen, Rep.","Asia",1977,44.175,8403990,1829.765177
"Zambia","Africa",1952,42.038,2672000,1147.388831
"Zambia","Africa",1957,44.077,3016000,1311.956766
"Zambia","Africa",1962,46.023,3421000,1452.725766
"Zambia","Africa",1967,47.768,3900000,1777.077318
"Zambia","Africa",1972,50.107,4506497,1773.498265
"Zambia","Africa",1977,51.386,5216550,1588.688299
"Zimbabwe","Africa",1952,48.451,3080907,406.8841148
"Zimbabwe","Africa",1957,50.469,3646340,518.7642681
"Zimbabwe","Africa",1962,52.358,4277736,527.2721818
"Zimbabwe","Africa",1967,53.995,4995432,569.7950712
"Zimbabwe","Africa",1972,55.635,5861135,799.3621758
"Zimbabwe","Africa",1977,57.674,6642107,685.5876821
