"country","continent","year","lifeExp","pop","gdpPercap"
"Mongolia","Asia",2007,66.803,2874127,3095.772271
"Montenegro","Europe",1982,74.101,562548,11222.58762
"Montenegro","Europe",1987,74.865,569473,11732.51017
"Montenegro","Europe",1992,75.435,621621,7003.339037
"Montenegro","Europe",1997,75.445,692651,6465.613349
"Montenegro","Europe",2002,73.981,720230,6557.194282
"Montenegro","Europe",2007,74.543,684736,9253.896111
"Morocco","Africa",1982,59.65,20198730,2702.620356
"Morocco","Africa",1987,62.677,22987397,2755.046991
"Morocco","Africa",1992,65.393,25798239,2948.047252
"Morocco","Africa",1997,67.66,28529501,2982.101858
"Morocco","Africa",2002,69.615,31167783,3258.495584
"Morocco","Africa",2007,71.164,33757175,3820.17523
"Mozambique","Africa",1982,42.795,12587223,462.2114149
"Mozambique","Africa",1987,42.861,12891952,389.8761846
"Mozambique","Africa",1992,44.284,13160731,410.8968239
"Mozambique","Africa",1997,46.344,16603334,472.3460771
"Mozambique","Africa",2002,44.026,18473780,633.6179466
"Mozambique","Africa",2007,42.082,19951656,823.6856205
"Myanmar","Asia",1982,58.056,34680442,424
"Myanmar","Asia",1987,58.339,38028578,385
"Myanmar","Asia",1992,59.32,40546538,347
"Myanmar","Asia",1997,60.328,43247867,415
"Myanmar","Asia",2002,59.908,45598081,611
"Myanmar","Asia",2007,62.069,47761980,944
"Namibia","Africa",1982,58.968,1099010,4191.100511
"Namibia","Africa",1987,60.835,1278184,3693.731337
"Namibia","Africa",1992,61.999,1554253,3804.537999
"Namibia","Africa",1997,58.909,1774766,3899.52426
"Namibia","Africa",2002,51.479,1972153,4072.324751
"Namibia","Africa",2007,52.906,2055080,4811.060429
"Nepal","Asia",1982,49.594,15796314,718.3730947
"Nepal","Asia",1987,52.537,17917180,775.6324501
"Nepal","Asia",1992,55.727,20326209,897.7403604
"Nepal","Asia",1997,59.426,23001113,1010.892138
"Nepal","Asia",2002,61.34,25873917,1057.206311
"Nepal","Asia",2007,63.785,28901790,1091.359778
"Netherlands","Europe",1982,76.05,14310401,21399.46046
"Netherlands","Europe",1987,76.83,14665278,23651.32361
"Netherlands","Europe",1992,77.42,15174244,26790.94961
"Netherlands","Europe",1997,78.03,15604464,30246.13063
"Netherlands","Europe",2002,78.53,16122830,33724.75778
"Netherlands","Europe",2007,79.762,16570613,36797.93332
"New Zealand","Oceania",1982,73.84,3210650,17632.4104
"New Zealand","Oceania",1987,74.32,3317166,19007.19129
"New Zealand","Oceania",1992,76.33,3437674,18363.32494
"New Zealand","Oceania",1997,77.55,3676187,21050.41377
"New Zealand","Oceania",2002,79.11,3908037,23189.80135
"New Zealand","Oceania",2007,80.204,4115771,25185.00911
"Nicaragua","Americas",1982,59.298,2979423,3470.338156
"Nicaragua","Americas",1987,62.008,3344353,2955.984375
"Nicaragua","Americas",1992,65.843,4017939,2170.151724
"Nicaragua","Americas",1997,68.426,4609572,2253.023004
"Nicaragua","Americas",2002,70.836,5146848,2474.548819
"Nicaragua","Americas",2007,72.899,5675356,2749.320965
"Niger","Africa",1982,42.598,6437188,909.7221354
"Niger","Africa",1987,44.555,7332638,668.3000228
"Niger","Africa",1992,47.391,8392818,581.182725
"Niger","Africa",1997,51.313,9666252,580.3052092
"Niger","Africa",2002,54.496,11140655,601.0745012
"Niger","Africa",2007,56.867,12894865,619.6768924
"Nigeria","Africa",1982,45.826,73039376,1576.97375
"Nigeria","Africa",1987,46.886,81551520,1385.029563
"Nigeria","Africa",1992,47.472,93364244,1619.848217
"Nigeria","Africa",1997,47.464,106207839,1624.941275
"Nigeria","Africa",2002,46.608,119901274,1615.286395
"Nigeria","Africa",2007,46.859,135031164,2013.977305
"Norway","Europe",1982,75.97,4114787,26298.63531
"Norway","Europe",1987,75.89,4186147,31540.9748
"Norway","Europe",1992,77.32,4286357,33965.66115
"Norway","Europe",1997,78.32,4405672,41283.16433
"Norway","Europe",2002,79.05,4535591,44683.97525
"Norway","Europe",2007,80.196,4627926,49357.19017
"Oman","Asia",1982,62.728,1301048,12954.79101
"Oman","Asia",1987,67.734,1593882,18115.22313
"Oman","Asia",1992,71.197,1915208,18616.70691
"Oman","Asia",1997,72.499,2283635,19702.05581
"Oman","Asia",2002,74.193,2713462,19774.83687
"Oman","Asia",2007,75.64,3204897,22316.19287
"Pakistan","Asia",1982,56.158,91462088,1443.429832
"Pakistan","Asia",1987,58.245,105186881,1704.686583
"Pakistan","Asia",1992,60.838,120065004,1971.829464
"Pakistan","Asia",1997,61.818,135564834,2049.350521
"Pakistan","Asia",2002,63.61,153403524,2092.712441
"Pakistan","Asia",2007,65.483,169270617,2605.94758
"Panama","Americas",1982,70.472,2036305,7009.601598
"Panama","Americas",1987,71.523,2253639,7034.779161
"Panama","Americas",1992,72.462,2484997,6618.74305
"Panama","Americas",1997,73.738,2734531,7113.692252
"Panama","Americas",2002,74.712,2990875,7356.031934
"Panama","Americas",2007,75.537,3242173,9809.185636
"Paraguay","Americas",1982,66.874,3366439,4258.503604
"Paraguay","Americas",1987,67.378,3886512,3998.875695
"Paraguay","Americas",1992,68.225,4483945,4196.411078
"Paraguay","Americas",1997,69.4,5154123,4247.400261
"Paraguay","Americas",2002,70.755,5884491,3783.674243
"Paraguay","Americas",2007,71.752,6667147,4172.838464
"Peru","Americas",1982,61.406,18125129,6434.501797
"Peru","Americas",1987,64.134,20195924,6360.943444
"Peru","Americas",1992,66.458,22430449,4446.380924
"Peru","Americas",1997,68.386,24748122,5838.347657
"Peru","Americas",2002,69.906,26769436,5909.020073
"Peru","Americas",2007,71.421,28674757,7408.905561
"Philippines","Asia",1982,62.082,53456774,2603.273765
"Philippines","Asia",1987,64.151,60017788,2189.634995
"Philippines","Asia",1992,66.458,67185766,2279.324017
"Philippines","Asia",1997,68.564,75012988,2536.534925
"Philippines","Asia",2002,70.303,82995088,2650.921068
"Philippines","Asia",2007,71.688,91077287,3190.481016
"Poland","Europe",1982,71.32,36227381,8451.531004
"Poland","Europe",1987,70.98,37740710,9082.351172
"Poland","Europe",1992,70.99,38370697,7738.881247
"Poland","Europe",1997,72.75,38654957,10159.58368
"Poland","Europe",2002,74.67,38625976,12002.23908
"Poland","Europe",2007,75.563,38518241,15389.92468
"Portugal","Europe",1982,72.77,9859650,11753.84291
"Portugal","Europe",1987,74.06,9915289,13039.30876
"Portugal","Europe",1992,74.86,9927680,16207.26663
"Portugal","Europe",1997,75.97,10156415,17641.03156
"Portugal","Europe",2002,77.29,10433867,19970.90787
"Portugal","Europe",2007,78.098,10642836,20509.64777
"Puerto Rico","Americas",1982,73.75,3279001,10330.98915
"Puerto Rico","Americas",1987,74.63,3444468,12281.34191
"Puerto Rico","Americas",1992,73.911,3585176,14641.58711
"Puerto Rico","Americas",1997,74.917,3759430,16999.4333
"Puerto Rico","Americas",2002,77.778,3859606,18855.60618
"Puerto Rico","Americas",2007,78.746,3942491,19328.70901
"Reunion","Africa",1982,69.885,517810,5267.219353
"Reunion","Africa",1987,71.913,562035,5303.377488
"Reunion","Africa",1992,73.615,622191,6101.255823
"Reunion","Africa",1997,74.772,684810,6071.941411
"Reunion","Africa",2002,75.744,743981,6316.1652
"Reunion","Africa",2007,76.442,798094,7670.122558
"Romania","Europe",1982,69.66,22356726,9605.314053
"Romania","Europe",1987,69.53,22686371,9696.273295
"Romania","Europe",1992,69.36,22797027,6598.409903
"Romania","Europe",1997,69.72,22562458,7346.547557
"Romania","Europe",2002,71.322,22404337,7885.360081
"Romania","Europe",2007,72.476,22276056,10808.47561
"Rwanda","Africa",1982,46.218,5507565,881.5706467
"Rwanda","Africa",1987,44.02,6349365,847.991217
"Rwanda","Africa",1992,23.599,7290203,737.0685949
"Rwanda","Africa",1997,36.087,7212583,589.9445051
"Rwanda","Africa",2002,43.413,7852401,785.6537648
"Rwanda","Africa",2007,46.242,8860588,863.0884639
"Sao Tome and Principe","Africa",1982,60.351,98593,1890.218117
"Sao Tome and Principe","Africa",1987,61.728,110812,1516.525457
"Sao Tome and Principe","Africa",1992,62.742,125911,1428.777814
"Sao Tome and Principe","Africa",1997,63.306,145608,1339.076036
"Sao Tome and Principe","Africa",2002,64.337,170372,1353.09239
"Sao Tome and Principe","Africa",2007,65.528,199579,1598.435089
"Saudi Arabia","Asia",1982,63.012,11254672,33693.17525
"Saudi Arabia","Asia",1987,66.295,14619745,21198.26136
"Saudi Arabia","Asia",1992,68.768,16945857,24841.61777
"Saudi Arabia","Asia",1997,70.533,21229759,20586.69019
"Saudi Arabia","Asia",2002,71.626,24501530,19014.54118
"Saudi Arabia","Asia",2007,72.777,27601038,21654.83194
"Senegal","Africa",1982,52.379,6147783,1518.479984
"Senegal","Africa",1987,55.769,7171347,1441.72072
"Senegal","Africa",1992,58.196,8307920,1367.899369
"Senegal","Africa",1997,60.187,9535314,1392.368347
"Senegal","Africa",2002,61.6,10870037,1519.635262
"Senegal","Africa",2007,63.062,12267493,1712.472136
"Serbia","Europe",1982,70.162,9032824,15181.0927
"Serbia","Europe",1987,71.218,9230783,15870.87851
"Serbia","Europe",1992,71.659,9826397,9325.068238
"Serbia","Europe",1997,72.232,10336594,7914.320304
"Serbia","Europe",2002,73.213,10111559,7236.075251
"Serbia","Europe",2007,74.002,10150265,9786.534714
"Sierra Leone","Africa",1982,38.445,3464522,1465.010784
"Sierra Leone","Africa",1987,40.006,3868905,1294.447788
"Sierra Leone","Africa",1992,38.333,4260884,1068.696278
"Sierra Leone","Africa",1997,39.897,4578212,574.6481576
"Sierra Leone","Africa",2002,41.012,5359092,699.489713
"Sierra Leone","Africa",2007,42.568,6144562,862.5407561
"Singapore","Asia",1982,71.76,2651869,15169.16112
"Singapore","Asia",1987,73.56,2794552,18861.53081
"Singapore","Asia",1992,75.788,3235865,24769.8912
"Singapore","Asia",1997,77.158,3802309,33519.4766
"Singapore","Asia",2002,78.77,4197776,36023.1054
"Singapore","Asia",2007,79.972,4553009,47143.17964
"Slovak Republic","Europe",1982,70.8,5048043,11348.54585
"Slovak Republic","Europe",1987,71.08,5199318,12037.26758
"Slovak Republic","Europe",1992,71.38,5302888,9498.467723
"Slovak Republic","Europe",1997,72.71,5383010,12126.23065
"Slovak Republic","Europe",2002,73.8,5410052,13638.77837
"Slovak Republic","Europe",2007,74.663,5447502,18678.31435
"Slovenia","Europe",1982,71.063,1861252,17866.72175
"Slovenia","Europe",1987,72.25,1945870,18678.53492
"Slovenia","Europe",1992,73.64,1999210,14214.71681
"Slovenia","Europe",1997,75.13,2011612,17161.10735
"Slovenia","Europe",2002,76.66,2011497,20660.01936
"Slovenia","Europe",2007,77.926,2009245,25768.25759
"Somalia","Africa",1982,42.955,5828892,1176.807031
"Somalia","Africa",1987,44.501,6921858,1093.244963
"Somalia","Africa",1992,39.658,6099799,926.9602964
"Somalia","Africa",1997,43.795,6633514,930.5964284
"Somalia","Africa",2002,45.936,7753310,882.0818218
"Somalia","Africa",2007,48.159,9118773,926.1410683
"South Africa","Africa",1982,58.161,31140029,8568.266228
"South Africa","Africa",1987,60.834,35933379,7825.823398
"South Africa","Africa",1992,61.888,39964159,7225.069258
"South Africa","Africa",1997,60.236,42835005,7479.188244
"South Africa","Africa",2002,53.365,44433622,7710.946444
"South Africa","Africa",2007,49.339,43997828,9269.657808
"Spain","Europe",1982,76.3,37983310,13926.16997
"Spain","Europe",1987,76.9,38880702,15764.98313
"Spain","Europe",1992,77.57,39549438,18603.06452
"Spain","Europe",1997,78.77,39855442,20445.29896
"Spain","Europe",2002,79.78,40152517,24835.47166
"Spain","Europe",2007,80.941,40448191,28821.0637
"Sri Lanka","Asia",1982,68.757,15410151,1648.079789
"Sri Lanka","Asia",1987,69.011,16495304,1876.766827
"Sri Lanka","Asia",1992,70.379,17587060,2153.739222
"Sri Lanka","Asia",1997,70.457,18698655,2664.477257
"Sri Lanka","Asia",2002,70.815,19576783,3015.378833
"Sri Lanka","Asia",2007,72.396,20378239,3970.095407
"Sudan","Africa",1982,50.338,20367053,1895.544073
"Sudan","Africa",1987,51.744,24725960,1507.819159
"Sudan","Africa",1992,53.556,28227588,1492.197043
"Sudan","Africa",1997,55.373,32160729,1632.210764
"Sudan","Africa",2002,56.369,37090298,1993.398314
"Sudan","Africa",2007,58.556,42292929,2602.394995
"Swaziland","Africa",1982,55.561,649901,3895.384018
"Swaziland","Africa",1987,57.678,779348,3984.839812
"Swaziland","Africa",1992,58.474,962344,3553.0224
"Swaziland","Africa",1997,54.289,1054486,3876.76846
"Swaziland","Africa",2002,43.869,1130269,4128.116943
"Swaziland","Africa",2007,39.613,1133066,4513.480643
"Sweden","Europe",1982,76.42,8325260,20667.38125
"Sweden","Europe",1987,77.19,8421403,23586.92927
"Sweden","Europe",1992,78.16,8718867,23880.01683
"Sweden","Europe",1997,79.39,8897619,25266.59499
"Sweden","Europe",2002,80.04,8954175,29341.63093
"Sweden","Europe",2007,80.884,9031088,33859.74835
"Switzerland","Europe",1982,76.21,6468126,28397.71512
"Switzerland","Europe",1987,77.41,6649942,30281.70459
"Switzerland","Europe",1992,78.03,6995447,31871.5303
"Switzerland","Europe",1997,79.37,7193761,32135.32301
"Switzerland","Europe",2002,80.62,7361757,34480.95771
"Switzerland","Europe",2007,81.701,7554661,37506.41907
"Syria","Asia",1982,64.59,9410494,3761.837715
"Syria","Asia",1987,66.974,11242847,3116.774285
"Syria","Asia",1992,69.249,13219062,3340.542768
"Syria","Asia",1997,71.527,15081016,4014.238972
"Syria","Asia",2002,73.053,17155814,4090.925331
"Syria","Asia",2007,74.143,19314747,4184.548089
"Taiwan","Asia",1982,72.16,18501390,7426.354774
"Taiwan","Asia",1987,73.4,19757799,11054.56175
"Taiwan","Asia",1992,74.26,20686918,15215.6579
"Taiwan","Asia",1997,75.25,21628605,20206.82098
"Taiwan","Asia",2002,76.99,22454239,23235.42329
"Taiwan","Asia",2007,78.4,23174294,28718.27684
"Tanzania","Africa",1982,50.608,19844382,874.2426069
"Tanzania","Africa",1987,51.535,23040630,831.8220794
"Tanzania","Africa",1992,50.44,26605473,825.682454
"Tanzania","Africa",1997,48.466,30686889,789.1862231
"Tanzania","Africa",2002,49.651,34593779,899.0742111
"Tanzania","Africa",2007,52.517,38139640,1107.482182
"Thailand","Asia",1982,64.597,48827160,2393.219781
"Thailand","Asia",1987,66.084,52910342,2982.653773
"Thailand","Asia",1992,67.298,56667095,4616.896545
"Thailand","Asia",1997,67.521,60216677,5852.625497
"Thailand","Asia",2002,68.564,62806748,5913.187529
"Thailand","Asia",2007,70.616,65068149,7458.396327
"Togo","Africa",1982,55.471,2644765,1344.577953
"Togo","Africa",1987,56.941,3154264,1202.201361
"Togo","Africa",1992,58.061,3747553,1034.298904
"Togo","Africa",1997,58.39,4320890,982.2869243
"Togo","Africa",2002,57.561,4977378,886.2205765
"Togo","Africa",2007,58.42,5701579,882.9699438
"Trinidad and Tobago","Americas",1982,68.832,1116479,9119.528607
"Trinidad and Tobago","Americas",1987,69.582,1191336,7388.597823
"Trinidad and Tobago","Americas",1992,69.862,1183669,7370.990932
"Trinidad and Tobago","Americas",1997,69.465,1138101,8792.573126
"Trinidad and Tobago","Americas",2002,68.976,1101832,11460.60023
"Trinidad and Tobago","Americas",2007,69.819,1056608,18008.50924
"Tunisia","Africa",1982,64.048,6734098,3560.233174
"Tunisia","Africa",1987,66.894,7724976,3810.419296
"Tunisia","Africa",1992,70.001,8523077,4332.720164
"Tunisia","Africa",1997,71.973,9231669,4876.798614
"Tunisia","Africa",2002,73.042,9770575,5722.895655
"Tunisia","Africa",2007,73.923,10276158,7092.923025
"Turkey","Europe",1982,61.036,47328791,4241.356344
"Turkey","Europe",1987,63.108,52881328,5089.043686
"Turkey","Europe",1992,66.146,58179144,5678.348271
"Turkey","Europe",1997,68.835,63047647,6601.429915
"Turkey","Europe",2002,70.845,67308928,6508.085718
"Turkey","Europe",2007,71.777,71158647,8458.276384
"Uganda","Africa",1982,49.849,12939400,682.2662268
"Uganda","Africa",1987,51.509,15283050,617.7244065
"Uganda","Africa",1992,48.825,18252190,644.1707969
"Uganda","Africa",1997,44.578,21210254,816.559081
"Uganda","Africa",2002,47.813,24739869,927.7210018
"Uganda","Africa",2007,51.542,29170398,1056.380121
"United Kingdom","Europe",1982,74.04,56339704,18232.42452
"United Kingdom","Europe",1987,75.007,56981620,21664.78767
"United Kingdom","Europe",1992,76.42,57866349,22705.09254
"United Kingdom","Europe",1997,77.218,58808266,26074.53136
"United Kingdom","Europe",2002,78.471,59912431,29478.99919
"United Kingdom","Europe",2007,79.425,60776238,33203.26128
"United States","Americas",1982,74.65,232187835,25009.55914
"United States","Americas",1987,75.02,242803533,29884.35041
"United States","Americas",1992,76.09,256894189,32003.93224
"United States","Americas",1997,76.81,272911760,35767.43303
"United States","Americas",2002,77.31,287675526,39097.09955
"United States","Americas",2007,78.242,301139947,42951.65309
"Uruguay","Americas",1982,70.805,2953997,6920.223051
"Uruguay","Americas",1987,71.918,3045153,7452.398969
"Uruguay","Americas",1992,72.752,3149262,8137.004775
"Uruguay","Americas",1997,74.223,3262838,9230.240708
"Uruguay","Americas",2002,75.307,3363085,7727.002004
"Uruguay","Americas",2007,76.384,3447496,10611.46299
"Venezuela","Americas",1982,68.557,15620766,11152.41011
"Venezuela","Americas",1987,70.19,17910182,9883.584648
"Venezuela","Americas",1992,71.15,20265563,10733.92631
"Venezuela","Americas",1997,72.146,22374398,10165.49518
"Venezuela","Americas",2002,72.766,24287670,8605.047831
"Venezuela","Americas",2007,73.747,26084662,11415.80569
"Vietnam","Asia",1982,58.816,56142181,707.2357863
"Vietnam","Asia",1987,62.82,62826491,820.7994449
"Vietnam","Asia",1992,67.662,69940728,989.0231487
"Vietnam","Asia",1997,70.672,76048996,1385.896769
"Vietnam","Asia",2002,73.017,80908147,1764.456677
"Vietnam","Asia",2007,74.249,85262356,2441.576404
"West Bank and Gaza","Asia",1982,64.406,1425876,4336.032082
"West Bank and Gaza","Asia",1987,67.046,1691210,5107.197384
"West Bank and Gaza","Asia",1992,69.718,2104779,6017.654756
"West Bank and Gaza","Asia",1997,71.096,2826046,7110.667619
"West Bank and Gaza","Asia",2002,72.37,3389578,4515.487575
"West Bank and Gaza","Asia",2007,73.422,4018332,3025.349798
"Yemen, Rep.","Asia",1982,49.113,9657618,1977.55701
"Yemen, Rep.","Asia",1987,52.922,11219340,1971.741538
"Yemen, Rep.","Asia",1992,55.599,13367997,1879.496673
"Yemen, Rep.","Asia",1997,58.02,15826497,2117.484526
"Yemen, Rep.","Asia",2002,60.308,18701257,2234.820827
"Yemen, Rep.","Asia",2007,62.698,22211743,2280.769906
"Zambia","Africa",1982,51.821,6100407,1408.678565
"Zambia","Africa",1987,50.821,7272406,1213.315116
"Zambia","Africa",1992,46.1,8381163,1210.884633
"Zambia","Africa",1997,40.238,9417789,1071.353818
"Zambia","Africa",2002,39.193,10595811,1071.613938
"Zambia","Africa",2007,42.384,11746035,1271.211593
"Zimbabwe","Africa",1982,60.363,7636524,788.8550411
"Zimbabwe","Africa",1987,62.351,9216418,706.1573059
"Zimbabwe","Africa",1992,60.377,10704340,693.4207856
"Zimbabwe","Africa",1997,46.809,11404948,792.4499603
"Zimbabwe","Africa",2002,39.989,11926563,672.0386227
"Zimbabwe","Africa",2007,43.487,12311143,469.7092981
